filename,sentence,age,gender,accents,variant,demog_group,bucket,duration_s
common_voice_bn_31545604,পানির সংকট নিয়ন্ত্রণ একটি ক্রমবর্ধমান কঠিন সমস্যা হয়ে উঠেছে।,,,,,,,
common_voice_bn_31545615,নিখিল ভারত ক্রিকেট দল চমৎকার ক্রীড়ানৈপুণ্য প্রদর্শন করে।,,,,,,,
common_voice_bn_31545618,সচিব মোহাম্মদ আবদুল মান্নান স্বাস্থ্য সেবা বিভাগের বর্তমান প্রধান।,,,,,,,
common_voice_bn_31545619,এই প্রশাসনিক অঞ্চলগুলো হলঃ,,,,,,,
common_voice_bn_31545670,এ পরিষদের সভাপতি ছিলেন বিচারপতি আবদুল মওদুদ এবং সাধারণ সম্পাদক তালিম হোসেন।,,,,,,,
common_voice_bn_31545697,এবং উক্ত প্রতিযোগীতায় তারা স্বর্ণ পদক জেতেন।,,,,,,,
common_voice_bn_31545727,"এসময় মিয়ামোতো ""মারিও"" সিরিজ থেকে উদ্ভূত আরও কয়েকটি গেম তৈরি করেছেন।",twenties,male_masculine,"Bengali,Bangla,Pure Bangla",,,,
common_voice_bn_31545728,এবং পরবর্তীতে আসাম প্রাদেশিক কমিটিতে নির্বাচিত হন।,twenties,male_masculine,"Bengali,Bangla,Pure Bangla",,,,
common_voice_bn_31545743,পাবনা জেলা আওয়ামী লীগের অন্যতম প্রতিষ্ঠাতা তিনি।,,,,,,,
common_voice_bn_31545750,দর্শনের অধ্যাপক হিসাবে সেখানে তিনি কলেজের উপাধ্যক্ষ এবং পরবর্তীতে অধ্যক্ষ হয়েছিলেন।,,,,,,,
common_voice_bn_31545785,নিহতদের মধ্যে অন্তত ছয়জন চিকিৎসক এবং চারজন কমপ্লেক্সের একটি হাসপাতালের রোগী।,,,,,,,
common_voice_bn_31545809,এই পর্যায়ে আরব জাতীয়তাবাদ কোনো গণ আন্দোলন ছিল না।,twenties,male_masculine,,,,,
common_voice_bn_31545830,এলোমেলো লোকেরা দাতব্য ব্যবস্থা করে এবং কবরটি টিকে থাকার জন্য অর্থ প্রদান করে।,,,,,,,
common_voice_bn_31545832,কিছু শিল্প ফল্ট ট্রি এবং ইভেন্ট ট্রি উভয়ই ব্যবহার করে।,,,,,,,
common_voice_bn_31545833,তাকে চীনা ভাষা শেখার সুযোগ করে দেওয়া হয়।,,,,,,,
common_voice_bn_31545836,তার মেলিসা নামে একটি কন্যা আছে।,,,,,,,
common_voice_bn_31545896,এটি ছিল ইংল্যান্ডের প্রথম মসজিদ।,,,,,,,
common_voice_bn_31545938,নাটকটির মূল প্লট ছিলো শহুরে প্রেম-ভালোবাসা নিয়ে।,twenties,male_masculine,,,,,
common_voice_bn_31545946,মুলতান শহরের প্রাচীন নাম ছিল কাশ্যপপুর।,,,,,,,
common_voice_bn_31545964,এটি ছয়টি কেল্টীয় জাতির একটি।,,,,,,,
common_voice_bn_31546002,স্টেডিয়ামের স্থানটি মুক্তিযুদ্ধের বিভীষিকাময় স্মৃতি বিজড়িত রয়েছে।,twenties,male_masculine,,,,,
common_voice_bn_31546004,বাংলাদেশের বাদবাকি নয়টি ক্যাডেট কলেজে ছেলেদের শিক্ষাদান করা হত।,,,,,,,
common_voice_bn_31546048,সরকারের অর্থমন্ত্রী থাই মন্ত্রিসভায় একজন প্রার্থীকে গভর্নর হিসেবে মনোনীত করেন।,,,,,,,
common_voice_bn_31546065,"উত্তর, দক্ষিণ ও পূর্ব দিকে একটি করে তিনটি প্রবেশপথ রয়েছে।",twenties,male_masculine,"Bengali,Bangla,Pure Bangla",,,,
common_voice_bn_31546128,তিনি তার এবং তার বাবার সাথে বন্ধুত্ব করে।,twenties,male_masculine,,,,,
common_voice_bn_31546129,কিছু প্রতীকী পরিসংখ্যান সেতুর সঙ্গে যুক্ত।,twenties,male_masculine,,,,,
common_voice_bn_31546131,এরপর মহাসড়কটি শহরের মাঝ বরাবর এগিয়ে গিয়ে চিলাহাটি-পার্বতীপুর রেল লাইন অতিক্রম করে এবং উত্তর দিকে বাক নেয়।,twenties,male_masculine,,,,,
common_voice_bn_31546221,তিনি প্রখ্যাত অভিনেতা আমির খান এবং ফয়সাল খান এর চাচাত ভাই।,,,,,,,
common_voice_bn_31546226,এটি বাজার ব্যর্থতা এবং সরকারের ব্যর্থতার আপেক্ষিক গুরুত্ব হিসাবে এই জাতীয় বিষয়গুলি উদ্বেগ করে।,,,,,,,
common_voice_bn_31546228,ঘরোয়া প্রথম-শ্রেণীর ইংরেজ কাউন্টি ক্রিকেটে ল্যাঙ্কাশায়ারের প্রতিনিধিত্ব করেছেন তিনি।,,,,,,,
common_voice_bn_31546229,তিনি যেটা বুঝাতে চেয়েছেন মানুষ তার নিজের প্রকৃতি ও কিছু পরিমান তৈরি ও তার আকার দান করতে পারে।,thirties,male_masculine,,,,,
common_voice_bn_31546233,দশ বছর বয়সে তিনি সে-রা বৌদ্ধবিহার বিশ্ববিদ্যালয়ে শিক্ষালাভের উদ্দেশ্যে ভর্তি হন।,,,,,,,
common_voice_bn_31546316,এটি ছয়টি কেল্টীয় জাতির একটি।,twenties,male_masculine,,,,,
common_voice_bn_31546338,টাটা সামাজিক বিজ্ঞান সংস্থানের থেকে সমাজ সেবা বিভাগে ইনি স্নাতকোত্তর ডিগ্রী লাভ করেন।,,,,,,,
common_voice_bn_31546368,তিনি আটলান্টিক অংশের কোনো নাম দেননি।,,,,,,,
common_voice_bn_31546375,ভারত এই টেস্ট সিরিজটি জয়লাভ করে।,,,,,,,
common_voice_bn_31546413,এটি বাজার ব্যর্থতা এবং সরকারের ব্যর্থতার আপেক্ষিক গুরুত্ব হিসাবে এই জাতীয় বিষয়গুলি উদ্বেগ করে।,,,,,,,
common_voice_bn_31546429,"এছাড়াও, ডানহাতে নিচেরসারিতে ব্যাটিং করতেন সেসিল কুক নামে পরিচিত স্যাম কুক।",,,,,,,
common_voice_bn_31546434,পুর্বে জায়গাটি হাতি রাখার স্থান হিসেবে ব্যবহৃত হতো।,,,,,,,
common_voice_bn_31546436,তাদের তিনটি সন্তান ছিল।,,,,,,,
common_voice_bn_31546478,বারুইপুর মহকুমা হল একটি গ্রামীণ মহকুমা।,,,,,,,
common_voice_bn_31546479,আবদুল মালেক ও তার সহযোদ্ধাদের গোলাগুলির শব্দ কান-সওয়া হয়ে গেছে।,,,,,,,
common_voice_bn_31546514,তিনি শ্রীনিবাস আচার্যের নিকট গৌড়ীয় বৈষ্ণবধর্ম গ্রহণ করেন।,,,,,,,
common_voice_bn_31546528,নিজ গ্রামেই তিনি কুরআন শিক্ষা সমাপ্ত করেন।,,,,,,,
common_voice_bn_31546531,জয়প্রকাশ নারায়ণের ঘনিষ্ঠ সঙ্গী নারায়ণ অ-কংরেসী রাজনৈতিক দলগুলিকে একত্র করে জনতা পার্টি গঠনে গুরুত্বপূর্ণ ভূমিকা পালন করেন।,,,,,,,
common_voice_bn_31546551,এটি নওগাঁ জেলার সাপাহার থানার সাপাহার সদরে অবস্থিত।,,,,,,,
common_voice_bn_31546553,শহরটিকে বার্লি গ্রিফিন নামের একটি কৃত্রিম হ্রদের চারপাশ ঘিরে পরিকল্পিতভাবে গড়ে তোলা হয়েছে।,,,,,,,
common_voice_bn_31546601,তিনি দ্রেপুং বৌদ্ধবিহার বিশ্ববিদ্যালয়ের গোমাং মহাবিদ্যলয় এবং গ্যুমে তন্ত্র মহাবিদ্যালয় থেকে শিক্ষালাভ করেন।,,,,,,,
common_voice_bn_31546645,এই স্থানটি ঘাগগার-হাকরা নদীর সমভূমিতে অবস্থিত।,,,,,,,
common_voice_bn_31546647,সেখানে তিনি নবাব পরিবারের গৃহ-শিক্ষক হিসেবে নিয়োগ পান।,,,,,,,
common_voice_bn_31546652,এছাড়াও তিনি পশ্চিমবঙ্গ বাংলা আকাদেমি পুরস্কার ও কৃত্তিবাস পুরস্কারে পুরস্কৃত হন।,,,,,,,
common_voice_bn_31546687,"এছাড়াও, বীজ যেমন, তিল এবং পপি বীজ তেলে প্রোটিন থাকে, যা এলার্জি প্রতিক্রিয়া সৃষ্টি করতে পারে।",,,,,,,
common_voice_bn_31546786,অভিনয়ে অত্যন্ত দক্ষ ছিলেন।,,,,,,,
common_voice_bn_31546803,শৌখিন ফটোগ্রাফার হিসেবে কলকাতার ফটোগ্রাফি সোসাইটির সদস্য হয়েছিলেন।,,,,,,,
common_voice_bn_31546865,বর্তমানে এক হাজারেরও অধিক শিক্ষার্থী অধ্যয়নরত আছে।,,,,,,,
common_voice_bn_31546905,অল্প কিছুদিনের মধ্যেই তিনি ক্রিকেটের প্রতি আসক্ত হয়ে পড়েন।,,,,,,,
common_voice_bn_31547012,মুসলিম স্যুপ রান্নাঘরে এ জাতীয় খাবার গ্রহণ করাও সাধারণ।,twenties,male_masculine,"Bangladesh ,Male",,,,
common_voice_bn_31547131,"ঋগ্বেদে বিশিষ্ট নদী হল সিন্ধু পরবর্তী, সরস্বতী।",,,,,,,
common_voice_bn_31547172,"এটি বাংলাদেশের একমাত্র গোয়েন্দা সংস্থা যা সমস্ত কৌশলগত, পরিচালনা ও কৌশলগত স্তরে কাজ করে।",twenties,male_masculine,,,,,
common_voice_bn_31547173,"আয়তন অনুসারে তুর্কমেনিস্তান সাবেক সোভিয়েত প্রজাতন্ত্রের রাশিয়া, কাজাখস্তান এবং ইউক্রেন পরে চতুর্থ অবস্থানে রয়েছে।",twenties,male_masculine,,,,,
common_voice_bn_31547190,দক্ষিণে লোহিত সাগরের সাথে ইসরায়েলের একটি ছোট উপকূলরেখা রয়েছে।,,,,,,,
common_voice_bn_31547280,মানাড ব্যবহার একটি সুবিধা হল প্রোগ্রামিং যুক্তির মাঝে গাণিতিক নির্ভুলতা আনা।,,,,,,,
common_voice_bn_31547336,তার বাবা ছিলো একজন জুতো আনুষঙ্গিক বিভিন্ন সরঞ্জাম প্রস্তুতকারী এবং তার মা ছিলো একজন গৃহিণী।,,,,,,,
common_voice_bn_31547346,"হাঙ্গেরীয় সরকার জোর দিয়ে জানিয়েছিল যে, এই ম্যাচটিতে অংশ নেওয়া নিরাপদ হবে, তবুও তারা দর্শকদের উপস্থিতির সিদ্ধান্তের বিরোধিতা করেছিল।",,,,,,,
common_voice_bn_31547356,উত্তরপূর্ব সীমান্ত রেলের অংশ দার্জিলিং হিমালয়ান রেল একটি ইউনেস্কো বিশ্ব ঐতিহ্য হিসেবে স্বীকৃত।,,,,,,,
common_voice_bn_31547358,"এটি চাপ,স্পর্শ, যন্ত্রণা, ঘুম ও পরিবেশ সম্পর্কে সচেতন করার কাজ করে।",,,,,,,
common_voice_bn_31547369,"তাদের দ্বিমত থাকা সত্ত্বেও, থমসন বিপজ্জনক প্রাথমিক তারের প্রস্তুতি অভিযানে প্রধান পরামর্শদাতা হিসাবে অংশ নিয়েছিলেন।",,,,,,,
common_voice_bn_31547448,এই সংস্থার সদর দপ্তর মন্টিনিগ্রোর রাজধানী পাডগোরিৎসায় অবস্থিত।,,,,,,,
common_voice_bn_31547492,গ্রুপ পর্ব শেষে ফিফা কর্তৃক সেরা ক্রীড়াশৈলী প্রদর্শনকারী খেলোয়াড়ের মর্যাদা পান তিনি।,twenties,male_masculine,,,,,
common_voice_bn_31547503,তিনি ঢাকার ইস্ট ওয়েস্ট ইউনিভার্সিটিতে বিবিএ পড়াশোনা করেছেন।,,,,,,,
common_voice_bn_31547504,জমিদার রাখাল রাজা ছিলেন অত্যাচারী জমিদার।,,,,,,,
common_voice_bn_31547512,শহীদ ইউনিয়নে যোগাযোগের প্রধান সড়ক ঢাকা-খুলনা মহাসড়ক।,,,আমি বাংলাদেশের নাগরিক ,,,,
common_voice_bn_31547533,এর উত্তরা পাশ দিয়ে বয়ে চলেছে প্রবহমান শীতলক্ষ্যা নদী।,,,আমি বাংলাদেশের নাগরিক ,,,,
common_voice_bn_31547537,এছাড়া তিনি শেখ মুজিবুর রহমান ও তাজউদ্দীন আহমদের বিভিন্ন সময়ের ছবি তুলেছেন।,,,,,,,
common_voice_bn_31547553,অবসর পরবর্তীকালে ক্রিকেটের সাথে নিজেকে জড়িয়ে রাখেন ও জাতীয় দল নির্বাচকমণ্ডলীর অন্যতম সদস্য মনোনীত হন।,,,,,,,
common_voice_bn_31547577,ইয়াহিয়া ছিলেন অখণ্ড পাকিস্তানের সর্বশেষ রাষ্ট্রপতি।,twenties,male_masculine,,,,,
common_voice_bn_31547596,সিংহলী এবং তামিল নববর্ষের জন্য এপ্রিল মাসে শহরটি সত্যিই প্রাণবন্ত হয়ে ওঠে।,,,,,,,
common_voice_bn_31547672,প্রাপক আবার বাহকের মাথার ত্বক শেভ করে বার্তাটি পড়েন।,,,,,,,
common_voice_bn_31547674,এটি সেলের পতাকাবাহী কারখানা এবং মুনাফার সর্বাধিক শতাংশ অবদান রাখে।,,,,,,,
common_voice_bn_31547677,সাইটটি অস্থায়ীভাবে স্থগিত করা হয়েছিল।,,,,,,,
common_voice_bn_31547687,এই স্টেডিয়ামটি মহিলাদের বিভিন্ন ক্রীড়া প্রতিযোগিতার জন্য প্রসিদ্ধ।,,,,,,,
common_voice_bn_31547690,এটি রাজের চতুর্থ ছবি।,,,,,,,
common_voice_bn_31547710,এ উপজেলার দক্ষিণ-পশ্চিম পার্শ্ব দিয়ে প্রবাহিত পদ্মা নদী।,,,,,,,
common_voice_bn_31547746,"ওই বছরই নতুন দুটি চ্যানেল, জি নিউজ ও জি সিনেমা নিয়ে আসেন তিনি।",,,,,,,
common_voice_bn_31547782,তাঁর পুত্র বিজয় সেন তাঁর পরে রাজত্ব করেছিলেন।,,,,,,,
common_voice_bn_31547833,"খৃস্টান মিশনারিদের আমেরিকায় আগমনের পূর্বে আমেরিকা, আফ্রিকা ও ইউরোপে বহুল পরিমাণে প্রচলিত ছিলো।",,,,,,,
common_voice_bn_31547856,এ প্রকল্পটি নাসা কর্তৃক নিয়ন্ত্রিত ছিল।,,,,,,,
common_voice_bn_31547889,"বুকের দুধে জটিল প্রোটিন, লিপিড, কার্বোহাইড্রেট এবং অন্যান্য জৈবিকভাবে সক্রিয় উপাদানগুলো রয়েছে।",,,,,,,
common_voice_bn_31547893,এছাড়া জাপান ও তিব্বতে প্রচলিত তান্ত্রিক বৌদ্ধধর্মের চেয়েও এটি বেশ আলাদা।,,,,,,,
common_voice_bn_31547897,বাংলাদেশ সংস্কৃত ও পালি শিক্ষা বোর্ডের সবচেয়ে উল্লেখযোগ্য প্রতিষ্ঠান হলো চট্টগ্রাম পালি কলেজ।,,,,,,,
common_voice_bn_31547925,খুব উপরের-স্তরের টুর্নামেন্টে আরও সহকারী রেফারি থাকতে পারে।,,,,,,,
common_voice_bn_31547931,এই কাজের জন্য তিনি শ্রেষ্ঠ অভিনেত্রী বিভাগে কান চলচ্চিত্র উৎসব পুরস্কার এবং স্যাটেলাইট পুরস্কার অর্জন করেন।,,,,,,,
common_voice_bn_31547954,"চলচ্চিত্রটি আর্থিকভাবে সফল হয়েছিল, কিন্তু আক্রমণাত্মক কাহিনীর কারণে দর্শকের প্রতিক্রিয়া মিশ্র ছিল।",,,,,,,
common_voice_bn_31547987,তাঁর জন্ম হয়েছিল বাড়িপাড়ায়।,,,,,,,
common_voice_bn_31548002,"তবে, সেখানে ব্যাটসম্যানের চেয়ে বোলারের দিকেই অধিক মনোনিবেশ ঘটান।",,,,,,,
common_voice_bn_31548023,তিনি বাংলাদেশ জাতীয়তাবাদী দলের ঢাকা ইউনিটের সাংগঠনিক সম্পাদক ছিলেন।,,,,,,,
common_voice_bn_31548062,তাঁর জ্ঞানের কোনো তুলনা নেই।,,,,,,,
common_voice_bn_31548067,মদীনায় আসার পর সংঘটিত সকল যুদ্ধে অংশগ্রহণ করেন।,,,,,,,
common_voice_bn_31548159,রাজপরিবারের সদস্যগণ প্রায়ই এই পদে নিযুক্ত হয়েছেন।,,,,,,,
common_voice_bn_31548218,হাবিব ওই অঞ্চলের অপারেশন কমান্ডার ছিলেন।,,,,,,,
common_voice_bn_31548231,"তৃতীয় টেস্টের পর উইজডেন মন্তব্য করে যে, প্রকৃত অর্থেই সুযোগ্য অধিনায়কের সন্ধান পেয়েছে ওয়েস্ট ইন্ডিজ দল।",,,,,,,
common_voice_bn_31548272,শিরোনামটি কেবল পাকিস্তানি খেলোয়াড়দের জন্যই একচেটিয়া ছিল না এবং পাঁচ জন আইকন খেলোয়াড়ের মধ্যে তিন জন ছিলেন বিদেশী।,,,,,,,
common_voice_bn_31548305,নূর আল-দাজির নেতৃত্বে গঠিত সমিতির অন্যতম প্রধান লক্ষ্য ছিল বিদেশি পণ্য আমদানি ও ব্যবহার রোধ করা।,,,,,,,
common_voice_bn_31548330,এই কাঠামোতে সংঘর্ষের আগের বেশিরভাগ গতিশক্তি ছোট ভর যুক্ত বস্তুটির থাকে।,,,,,,,
common_voice_bn_31548332,তার শিক্ষায় গ্যু-স্গ্রা-স্ন্যিং-পো বৌদ্ধ ধর্মের একজন পণ্ডিত ও অনুবাদক হয়ে ওঠেন।,,,,,,,
common_voice_bn_31548353,আধুনিক প্রযুক্তির মাধ্যমে সমুদ্র তলদেশ থেকেও আজকাল ধাতব আকরিক উত্তোলন সম্ভব হচ্ছে।,,,,,,,
common_voice_bn_31548399,তারা আলিয়া রাম রায়কে বন্দী করে এবং ঘটনাস্থলেই তার শিরশ্ছেদ করে।,,,,,,,
common_voice_bn_31548426,ভারতের পরে এটি বিশ্বের সর্বাধিক হিন্দু জনসংখ্যা রয়েছে।,,,,,,,
common_voice_bn_31548438,"তিনি বলেন, তিনি তা চাইতে ভুলে গেছেন।",teens,male_masculine,,,,,
common_voice_bn_31548540,শিলিগুড়ি ভারতের উত্তর পূর্বাঞ্চলের রাজ্যগুলির সঙ্গে যোগাযোগের কেন্দ্রবিন্দু হিসেবে কাজ করে।,,,,,,,
common_voice_bn_31548542,ফলে এরপর আহত আঙুল নিয়েই তিনি গীটার বাজাতে পারলেন।,,,,,,,
common_voice_bn_31548559,সুলতানের আদেশ কার্যকর হওয়ার পর আল-বিরুনি সেই জালে আটকে গিয়ে মাটিতে আস্তে পড়ার ফলে বেশি আঘাত পেলেন না।,,,,,,,
common_voice_bn_31548571,"এটি ফিনল্যান্ডের নিওলিথিক সময়ের সূচনার চিহ্ন হিসাবে চিহ্নিত করে, যদিও জীবিকা নির্বাহ এখনও শিকার এবং মাছ ধরার উপর নির্ভর করে।",,,,,,,
common_voice_bn_31548590,এই অনুবাদটি ছিল এই পুরাণের প্রথম অনুবাদ।,,,,,,,
common_voice_bn_31548629,"এটি বাংলাদেশ, ভুটান, কম্বোডিয়া, লাওস, মায়ানমার, থাইল্যান্ড, ভিয়েতনাম, ভারত, জাভা ও সুমাত্রা অঞ্চলের উদ্ভিদ।",twenties,male_masculine,,,,,
common_voice_bn_31548651,ফলে তিনি অভিনয়ের ত্রি-মুকুট বিজয়ীদের একজন।,,,,,,,
common_voice_bn_31548689,"তিন বছর পর, তিনি শ্রেণিতে শীর্ষস্থান সহকারে সেখান থেকে স্নাতক উপাধি লাভ করেন।",,,,,,,
common_voice_bn_31548695,এই জল এনে প্রথমে ঘরের সম্মুখের ছলে অল্প অল্প করে তিনবার ঢেলে দেন।,,,,,,,
common_voice_bn_31548699,যেখানেই মুসলিমদেরকে পাওয়া যাচ্ছিল সেখানেই তাদেরকে হত্যা করতে শুরু করে হিন্দুরা।,,,,,,,
common_voice_bn_31548701,একাধিক বিষয়ে তার গবেষণা কর্ম রয়েছে।,twenties,male_masculine,"Dhaka,Barishal,Chittagong",,,,
common_voice_bn_31548715,ফলে আস্তে আস্তে তা আশপাশের লোক দ্বারা দখল হতে থাকে।,twenties,male_masculine,,,,,
common_voice_bn_31548809,"তার পিতা ইমাম হোসেন এর বংশধর এবং তার মা ইমাম হাসান এর বংশধর, সে হিসেবে তিনি আল-হাসানি-ওয়াল-হোসাইনি।",,,,,,,
common_voice_bn_31548832,আবার বামিয়ান প্রদেশের বন্দে-আমির আফগানিস্তানের প্রথম জাতীয় উদ্যান।,,,,,,,
common_voice_bn_31548859,শ্রীলঙ্কার বিপক্ষে ত্রিদেশীয় সিরিজের প্রথম ম্যাচে ওডিআই অভিষেক ঘটে তার।,,,,,,,
common_voice_bn_31548882,সর্বদলীয় রাষ্ট্রভাষা সংগ্রাম পরিষদের ঢাকা বিশ্ববিদ্যালয়ের আহবায়ক হিসেবে তিনি ভাষা আন্দোলনে গুরুত্বপূর্ণ ভূমিকা রাখেন।,,,,,,,
common_voice_bn_31548926,"এতে হৃদয়ের তো স্থান নেই, বরং বিরুদ্ধতা আছে।",,,,,,,
common_voice_bn_31548938,প্রথম স্তরে আয়তাকার বিশাল এক প্রস্তর ভিত্তি।,,,,,,,
common_voice_bn_31549073,"একটি ""গান্ধী মিনার"" এবং অন্যটি ""নেহেরু মিনার""।",,,,,,,
common_voice_bn_31549077,রক্তরস মানবদেহের আমিষ সংরক্ষণের কাজও করে থাকে।,,,,,,,
common_voice_bn_31549079,বর্তমানে এই পত্রিকার সম্পাদক সৃঞ্জয় বসু।,,,,,,,
common_voice_bn_31549094,গ্রামের মধ্যে ওদের বাড়ির দুর্গাপুজো বড় বিখ্যাত।,,,,,,,
common_voice_bn_31549168,ছবিটি বারোটি জেনি পুরস্কারের মনোনয়ন এবং তিনটি গোল্ডেন গ্লোব পুরস্কারের মনোনয়ন পেয়েছে।,,,,,,,
common_voice_bn_31549174,এরপর তিনি মৎস্য ও পানিসম্পদ মন্ত্রণালয়ের দায়িত্ব পান।,,,,,,,
common_voice_bn_31549178,একই মাসে সংস্থার মূলধনের ঘাটতির কারণে কারখানাটি অস্থায়ীভাবে বন্ধ ছিল।,,,,,,,
common_voice_bn_31549193,ফলে লেগ বিফোর উইকেটের জন্য তার আবেদন বারবার অগ্রাহ্য হতে থাকে।,,,,,,,
common_voice_bn_31549225,নির্ণয়ের জন্য একটি সাধারণ প্রথম পদক্ষেপ হল গর্ভাবস্থা পরীক্ষা।,,,,,,,
common_voice_bn_31549229,তাঁর একশো বছর বয়সে মৃত্যু ঘটেছিল।,,,,,,,
common_voice_bn_31549232,"আগে, ব্যান্ডেল একটি পর্তুগিজ বসতি ছিল।",,,,,,,
common_voice_bn_31549299,"সেসময় তিনি অর্থনৈতিক বিষয় ও পরিসংখ্যান বিভাগের অর্থ, পরিকল্পনা ও উন্নয়ন কমিটিতে দায়িত্ব পালন করেছিলেন।",,,,,,,
common_voice_bn_31549349,তবে কাউন্টি ক্রিকেটে ওয়ারউইকশায়ারের পক্ষে খেলা চালিয়ে যাবার কথা ব্যক্ত করেন।,twenties,male_masculine,রাঢ়ী উপভাষা,,,,
common_voice_bn_31549358,এটি দেশের বৈদেশিক মুদ্রার তহবিল সংরক্ষণ করে থাকে।,,,,,,,
common_voice_bn_31549404,তবে প্রাপ্তবয়স্ক পুরুষ ও নারীদের মধ্যে সাক্ষরতার বৈষম্য এখনও রয়ে গেছে।,twenties,male_masculine,রাঢ়ী উপভাষা,,,,
common_voice_bn_31549466,চাষাবাদের জন্য সেচ ব্যবস্থা মূলত পুনর্বাসন প্রক্রিয়ার অধীনে নিয়ন্ত্রিত হয়ে থাকে।,twenties,male_masculine,,,,,
common_voice_bn_31549519,তিনি তৎকালীন বাংলার সুপরিচিত সুলতানদের অন্যতম ছিলেন।,twenties,male_masculine,রাঢ়ী উপভাষা,,,,
common_voice_bn_31549535,উঠতি বয়সে সিমি ইংল্যান্ড থেকে ভারতে চলে আসেন।,,,,,,,
common_voice_bn_31549540,তবে দু-একদিন আগে-পরে হতে পারে।,,,,,,,
common_voice_bn_31549564,ট্রেনটি ময়মনসিংহ জেলার ময়মনসিংহ জংশন রেলওয়ে স্টেশন থেকে টাঙ্গাইল জেলার বঙ্গবন্ধু সেতু পূর্ব রেলওয়ে স্টেশন পর্যন্ত চলাচল করে।,teens,male_masculine,,,,,
common_voice_bn_31549634,বিংশ শতাব্দীর শুরুর দিকে দেশটি ব্রিটিশ শাসনের অধীনে আসে।,twenties,male_masculine,রাঢ়ী উপভাষা,,,,
common_voice_bn_31549768,ডাচ ঔপনিবেশিক কর্তৃপক্ষ পরোক্ষভাবে পূর্ব সুমাত্রা নিয়ন্ত্রণ করতে মালয় সুলতানদের ব্যবহার করতে সক্ষম হয়েছিল।,,,,,,,
common_voice_bn_31549770,তিন উইকেট নিয়ে দলের জয়ে ভূমিকা রাখেন।,,,,,,,
common_voice_bn_31549785,বর্তমানে কৌশিক আহমেদ পত্রিকাটির নির্বাহী সম্পাদক হিসেবে কাজ করছেন।,teens,male_masculine,,,,,
common_voice_bn_31549856,প্রথম-শ্রেণীর ইংরেজ কাউন্টি ক্রিকেটে গ্ল্যামারগনের প্রতিনিধিত্ব করেছেন।,teens,male_masculine,,,,,
common_voice_bn_31549861,"এমনকি কম-নিখুঁত পরিমার্জন সহ, রঙ, গন্ধ এবং সাদা চিনির স্বাদে ছোট ছোট পার্থক্যগুলি গুড় দ্বারা ঢেকে যাবে।",,,,,,,
common_voice_bn_31549877,গ্রুপ-পর্বে নিউজিল্যান্ড ও জিম্বাবুয়ের বিরুদ্ধে অবতীর্ণ হয়ে সুপার-এইট পর্বে অস্ট্রেলিয়ার বিপক্ষে খেলে তার দল।,teens,male_masculine,,,,,
common_voice_bn_31549881,"এর ফলে বাংলাদেশের প্রখ্যাত সঙ্গীত শিল্পীরা ব্যান্ডের এই গান নিয়ে অনেক আলোচনা করে, যা কিনা বাংলাদেশের জাতীয় সঙ্গীত।",teens,male_masculine,,,,,
common_voice_bn_31549885,পিতা কমলাকান্ত বন্দ্যোপাধ্যায় একজন তান্ত্রিক সাধক ছিলেন।,,,,,,,
common_voice_bn_31549930,ব্রহ্মপুত্র নদের তীরে ত্রিশ লক্ষ ন-অসমীয়া মুসলিম জনসংখ্যার বাস।,,,,,,,
common_voice_bn_31549932,ব্রিটিশ সেনাবাহিনীর সৈনিকদের বোঝাতে এটি ব্যবহার হত।,,,,,,,
common_voice_bn_31549968,পরে তিনি পার্থিব জীবন ত্যাগ করেন এবং মরমী হয়ে ওঠেন।,,,,,,,
common_voice_bn_31549988,শুরু থেকেই বর্ডার দলকে দক্ষিণ আফ্রিকার অন্যতম দূর্বল দল হিসেবে চিত্রিত করা হয়েছে।,,,,,,,
common_voice_bn_31550044,"তাদের তিন ভাই: গেভিন জোনাস, জো জোনাস, এবং জোনাস-এর সমন্বয়ে গঠিত।",,,,,,,
common_voice_bn_31550048,পরবর্তীতে তারা অবস্থান পরিবর্তন করে ধীরে ধীরে পশ্চিমে চলে এসে বর্তমান পিরোজপুরের পার্শ্ববর্তী দামোদর নদীর মুখে আস্তানা তৈরি করেন।,,,,,,,
common_voice_bn_31550060,জানাজা শেষে পারিবারিক কবরস্থানে দাফন করা হয়েছে।,,,,,,,
common_voice_bn_31550062,এসময় আদিবাসী আমেরিকানরা বাস্তুচ্যুত হন।,,,,,,,
common_voice_bn_31550072,এক সময়ে রাজধানী দিল্লি সহ ভারতের বহু অংশে এই পর্দা পৌঁছে গিয়েছিল।,twenties,male_masculine,,,,,
common_voice_bn_31550126,তিনি যুক্তরাষ্ট্রের ফ্লোরিডা রাজ্যের মিয়ামি শহরে বেড়ে ওঠেন।,,,,,,,
common_voice_bn_31550153,ও নাচতে চায়।,,,,,,,
common_voice_bn_31550171,এটি কমপক্ষে আট রকমের উৎসেচক সংশ্লেষণ বিক্রিয়ায় কো-ফ্যাক্টর হিসেবে কাজ করে।,,,,,,,
common_voice_bn_31550172,সাদা-কালো ফরম্যাটের এই ছায়াছবি ইতিবাচক পর্যালোচনা পেয়েছিল এবং বেশ কয়েকজন সাংবাদিক চলচ্চিত্রটির হাস্যরসের প্রশংসা করেছেন।,,,,,,,
